Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;0.008022;1.000000;100.000000%
OpenMP_v1;1;0.075815;0.105810;10.580996%
OpenMP_v1;2;0.181074;0.044302;2.215122%
OpenMP_v1;4;0.273662;0.029314;0.732839%
OpenMP_v1;8;0.498140;0.016104;0.201299%
OpenMP_v2;1;0.011241;0.713653;71.365319%
OpenMP_v2;2;0.008062;0.995091;49.754545%
OpenMP_v2;4;0.008651;0.927245;23.181128%
OpenMP_v2;8;0.048077;0.166859;2.085732%
