Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;33.537049;1.000000;100.000000%
OpenMP_v1;1;92.550412;0.362365;36.236521%
OpenMP_v1;2;141.114158;0.237659;11.882950%
OpenMP_v1;4;205.248879;0.163397;4.084925%
OpenMP_v1;8;339.396979;0.098814;1.235170%
OpenMP_v2;1;29.969303;1.119047;111.904668%
OpenMP_v2;2;27.745890;1.208721;60.436067%
OpenMP_v2;4;27.126203;1.236334;30.908352%
OpenMP_v2;8;26.612729;1.260188;15.752353%
