Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;33.285374;1.000000;100.000000%
OpenMP_v1;1;94.934605;0.350614;35.061371%
OpenMP_v1;2;136.777136;0.243355;12.167741%
OpenMP_v1;4;206.282807;0.161358;4.033949%
OpenMP_v1;8;351.544764;0.094683;1.183540%
OpenMP_v2;1;30.043250;1.107915;110.791522%
OpenMP_v2;2;27.844451;1.195404;59.770211%
OpenMP_v2;4;27.508948;1.209984;30.249589%
OpenMP_v2;8;26.860062;1.239214;15.490179%
