Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;1.903836;1.000000;100.000000%
OpenMP_v1;1;8.090917;0.235305;23.530534%
OpenMP_v1;2;13.785528;0.138104;6.905198%
OpenMP_v1;4;19.915614;0.095595;2.389879%
OpenMP_v1;8;35.534156;0.053578;0.669720%
OpenMP_v2;1;1.772824;1.073900;107.389995%
OpenMP_v2;2;1.599933;1.189947;59.497354%
OpenMP_v2;4;1.556535;1.223124;30.578102%
OpenMP_v2;8;1.458287;1.305529;16.319113%
