Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;3.056168;1.000000;100.000000%
OpenMP_v1;1;9.117547;0.335196;33.519630%
OpenMP_v1;2;14.469411;0.211216;10.560789%
OpenMP_v1;4;20.730024;0.147427;3.685678%
OpenMP_v1;8;36.130676;0.084587;1.057331%
OpenMP_v2;1;2.926102;1.044450;104.445043%
OpenMP_v2;2;2.689561;1.136307;56.815368%
OpenMP_v2;4;2.688329;1.136828;28.420701%
OpenMP_v2;8;2.576291;1.186267;14.828335%
