Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;1.852297;1.000000;100.000000%
OpenMP_v1;1;8.106927;0.228483;22.848325%
OpenMP_v1;2;13.747626;0.134736;6.736789%
OpenMP_v1;4;20.220732;0.091604;2.290096%
OpenMP_v1;8;34.067538;0.054371;0.679641%
OpenMP_v2;1;1.801230;1.028351;102.835141%
OpenMP_v2;2;1.607983;1.151938;57.596910%
OpenMP_v2;4;1.542863;1.200558;30.013956%
OpenMP_v2;8;1.484196;1.248014;15.600170%
