Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;4.228612;1.000000;100.000000%
OpenMP_v1;1;16.611527;0.254559;25.455890%
OpenMP_v1;2;27.299993;0.154894;7.744713%
OpenMP_v1;4;40.738134;0.103800;2.594996%
OpenMP_v1;8;68.246761;0.061961;0.774508%
OpenMP_v2;1;4.046580;1.044984;104.498422%
OpenMP_v2;2;3.663833;1.154150;57.707489%
OpenMP_v2;4;3.523484;1.200122;30.003060%
OpenMP_v2;8;3.454550;1.224070;15.300877%
