Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;10.330424;1.000000;100.000000%
OpenMP_v1;1;35.308717;0.292574;29.257433%
OpenMP_v1;2;55.626154;0.185712;9.285582%
OpenMP_v1;4;79.292988;0.130282;3.257042%
OpenMP_v1;8;136.307510;0.075788;0.947345%
OpenMP_v2;1;9.523656;1.084712;108.471205%
OpenMP_v2;2;8.790765;1.175145;58.757254%
OpenMP_v2;4;8.586882;1.203047;30.076178%
OpenMP_v2;8;8.518493;1.212706;15.158820%
