Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;9.999354;1.000000;100.000000%
OpenMP_v1;1;35.063809;0.285176;28.517592%
OpenMP_v1;2;56.166133;0.178032;8.901587%
OpenMP_v1;4;79.211738;0.126236;3.155894%
OpenMP_v1;8;134.057770;0.074590;0.932374%
OpenMP_v2;1;9.594877;1.042156;104.215553%
OpenMP_v2;2;8.890664;1.124703;56.235137%
OpenMP_v2;4;8.625463;1.159283;28.982078%
OpenMP_v2;8;8.368504;1.194879;14.935993%
