Version;Num of thread;Elapsed Time (s);Speedup;Efficency
Serial;1;15.093267;1.000000;100.000000%
OpenMP_v1;1;38.686659;0.390141;39.014139%
OpenMP_v1;2;60.544740;0.249291;12.464557%
OpenMP_v1;4;83.319466;0.181149;4.528734%
OpenMP_v1;8;135.900016;0.111062;1.388269%
OpenMP_v2;1;13.904137;1.085523;108.552349%
OpenMP_v2;2;13.027190;1.158597;57.929865%
OpenMP_v2;4;12.556047;1.202072;30.051789%
OpenMP_v2;8;12.569581;1.200777;15.009715%
